n,actual_n,k,seed,num_edges,algorithm,time,success,timed_out,modularity,optimal,error,graph_type,xi,timestamp
40,40,2,6,66,gurobi,0.32990217208862305,True,False,0.43204775022956776,True,,abcd,0.1,2026-02-07T11:46:07.170823
40,40,2,6,66,bnb_c_seq,0.005961894989013672,True,False,0.432047750229568,True,,abcd,0.1,2026-02-07T11:46:07.651724
40,40,2,6,66,bnb_c,0.007990121841430664,True,False,0.432047750229568,True,,abcd,0.1,2026-02-07T11:46:08.121867
40,40,2,6,66,bnb_c_pruned,0.0074310302734375,True,False,0.432047750229568,True,,abcd,0.1,2026-02-07T11:46:08.618464
40,40,2,6,66,pyomo_cplex,0.2374279499053955,True,False,0.432047750229567,True,,abcd,0.1,2026-02-07T11:46:09.321403
40,40,2,6,66,bnb_py,0.09654498100280762,True,False,0.43204775022956843,True,,abcd,0.1,2026-02-07T11:46:09.883687
40,40,2,6,66,leiden_c_x100,0.005882978439331055,True,False,0.407254361799816,False,,abcd,0.1,2026-02-07T11:46:10.362701
40,40,2,7,77,gurobi,0.5097911357879639,True,False,0.40909090909090856,True,,abcd,0.1,2026-02-07T11:46:11.338008
40,40,2,7,77,bnb_c_seq,0.005626678466796875,True,False,0.409090909090909,True,,abcd,0.1,2026-02-07T11:46:11.825514
40,40,2,7,77,bnb_c,0.007899045944213867,True,False,0.409090909090909,True,,abcd,0.1,2026-02-07T11:46:12.298126
40,40,2,7,77,bnb_c_pruned,0.0071277618408203125,True,False,0.409090909090909,True,,abcd,0.1,2026-02-07T11:46:12.770277
40,40,2,7,77,pyomo_cplex,0.2628297805786133,True,False,0.40909090909090967,True,,abcd,0.1,2026-02-07T11:46:13.496535
40,40,2,7,77,bnb_py,0.10609579086303711,True,False,0.4090909090909092,True,,abcd,0.1,2026-02-07T11:46:14.072024
40,40,2,7,77,leiden_c_x100,0.0051119327545166016,True,False,0.340613931523022,False,,abcd,0.1,2026-02-07T11:46:14.544141
40,40,2,8,65,gurobi,0.3595278263092041,True,False,0.4288757396449702,True,,abcd,0.1,2026-02-07T11:46:15.371389
40,40,2,8,65,bnb_c_seq,0.006560087203979492,True,False,0.428875739644971,True,,abcd,0.1,2026-02-07T11:46:15.854932
40,40,2,8,65,bnb_c,0.008028030395507812,True,False,0.428875739644971,True,,abcd,0.1,2026-02-07T11:46:16.328906
40,40,2,8,65,bnb_c_pruned,0.007050991058349609,True,False,0.428875739644971,True,,abcd,0.1,2026-02-07T11:46:16.799714
40,40,2,8,65,pyomo_cplex,0.28072214126586914,True,False,0.42887573964497083,True,,abcd,0.1,2026-02-07T11:46:17.546420
40,40,2,8,65,bnb_py,0.09610700607299805,True,False,0.42887573964497044,True,,abcd,0.1,2026-02-07T11:46:18.112050
40,40,2,8,65,leiden_c_x100,0.005110025405883789,True,False,0.406627218934911,False,,abcd,0.1,2026-02-07T11:46:18.589431
40,40,2,9,71,gurobi,0.29238176345825195,True,False,0.40101170402697905,True,,abcd,0.1,2026-02-07T11:46:19.349305
40,40,2,9,71,bnb_c_seq,0.005568981170654297,True,False,0.401011704026979,True,,abcd,0.1,2026-02-07T11:46:19.833028
40,40,2,9,71,bnb_c,0.0073320865631103516,True,False,0.401011704026979,True,,abcd,0.1,2026-02-07T11:46:20.304993
